station,index,origin,eligible,targets_observed,recent_day_complete,week_sources_observed,coverage_72,coverage_168,coverage_720,coverage_2160
Changping,31895,2016-10-19 23:00:00+08:00,False,True,False,True,True,True,True,True
Changping,31920,2016-10-21 00:00:00+08:00,True,True,True,True,True,True,True,True
Changping,31945,2016-10-22 01:00:00+08:00,True,True,True,True,True,True,True,True
Changping,31970,2016-10-23 02:00:00+08:00,True,True,True,True,True,True,True,True
Changping,31995,2016-10-24 03:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32020,2016-10-25 04:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32045,2016-10-26 05:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32070,2016-10-27 06:00:00+08:00,False,True,False,True,True,True,True,True
Changping,32095,2016-10-28 07:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32120,2016-10-29 08:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32145,2016-10-30 09:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32170,2016-10-31 10:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32195,2016-11-01 11:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32220,2016-11-02 12:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32245,2016-11-03 13:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32270,2016-11-04 14:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32295,2016-11-05 15:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32320,2016-11-06 16:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32345,2016-11-07 17:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32370,2016-11-08 18:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32395,2016-11-09 19:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32420,2016-11-10 20:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32445,2016-11-11 21:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32470,2016-11-12 22:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32495,2016-11-13 23:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32520,2016-11-15 00:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32545,2016-11-16 01:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32570,2016-11-17 02:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32595,2016-11-18 03:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32620,2016-11-19 04:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32645,2016-11-20 05:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32670,2016-11-21 06:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32695,2016-11-22 07:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32720,2016-11-23 08:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32745,2016-11-24 09:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32770,2016-11-25 10:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32795,2016-11-26 11:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32820,2016-11-27 12:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32845,2016-11-28 13:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32870,2016-11-29 14:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32895,2016-11-30 15:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32920,2016-12-01 16:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32945,2016-12-02 17:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32970,2016-12-03 18:00:00+08:00,True,True,True,True,True,True,True,True
Changping,32995,2016-12-04 19:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33020,2016-12-05 20:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33045,2016-12-06 21:00:00+08:00,False,True,False,True,True,True,True,True
Changping,33070,2016-12-07 22:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33095,2016-12-08 23:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33120,2016-12-10 00:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33145,2016-12-11 01:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33170,2016-12-12 02:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33195,2016-12-13 03:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33220,2016-12-14 04:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33245,2016-12-15 05:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33270,2016-12-16 06:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33295,2016-12-17 07:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33320,2016-12-18 08:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33345,2016-12-19 09:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33370,2016-12-20 10:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33395,2016-12-21 11:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33420,2016-12-22 12:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33445,2016-12-23 13:00:00+08:00,False,True,False,True,True,True,True,True
Changping,33470,2016-12-24 14:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33495,2016-12-25 15:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33520,2016-12-26 16:00:00+08:00,False,False,True,True,True,True,True,True
Changping,33545,2016-12-27 17:00:00+08:00,False,True,False,True,True,True,True,True
Changping,33570,2016-12-28 18:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33595,2016-12-29 19:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33620,2016-12-30 20:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33645,2016-12-31 21:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33670,2017-01-01 22:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33695,2017-01-02 23:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33720,2017-01-04 00:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33745,2017-01-05 01:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33770,2017-01-06 02:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33795,2017-01-07 03:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33820,2017-01-08 04:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33845,2017-01-09 05:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33870,2017-01-10 06:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33895,2017-01-11 07:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33920,2017-01-12 08:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33945,2017-01-13 09:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33970,2017-01-14 10:00:00+08:00,True,True,True,True,True,True,True,True
Changping,33995,2017-01-15 11:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34020,2017-01-16 12:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34045,2017-01-17 13:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34070,2017-01-18 14:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34095,2017-01-19 15:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34120,2017-01-20 16:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34145,2017-01-21 17:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34170,2017-01-22 18:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34195,2017-01-23 19:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34220,2017-01-24 20:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34245,2017-01-25 21:00:00+08:00,False,True,False,True,True,True,True,True
Changping,34270,2017-01-26 22:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34295,2017-01-27 23:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34320,2017-01-29 00:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34345,2017-01-30 01:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34370,2017-01-31 02:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34395,2017-02-01 03:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34420,2017-02-02 04:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34445,2017-02-03 05:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34470,2017-02-04 06:00:00+08:00,True,True,True,True,True,True,True,True
Changping,34495,2017-02-05 07:00:00+08:00,True,True,True,True,True,True,True,True
